iter	Accuracy	Logloss
335	0.9710105809	0.1170166962
336	0.9710105809	0.1169883984
337	0.9710105809	0.1169457636
338	0.9710105809	0.1169079786
339	0.9710105809	0.1168710237
340	0.9710105809	0.1168382583
341	0.9710105809	0.1168260872
342	0.9710105809	0.1167733428
343	0.9710105809	0.1167154356
344	0.9710105809	0.1166670412
345	0.9710645649	0.1166327228
346	0.9710645649	0.1165964969
347	0.9710645649	0.1165733392
348	0.9710645649	0.1165431192
349	0.9710645649	0.1165069202
350	0.9710645649	0.1164835585
351	0.9710645649	0.1164327711
352	0.9710645649	0.1164192013
353	0.9710645649	0.1163907648
354	0.9710645649	0.1163287163
355	0.9710645649	0.1163196494
356	0.9710645649	0.1162748885
357	0.9710645649	0.1162408002
358	0.9710645649	0.1162215196
359	0.9710645649	0.1161348833
360	0.9710645649	0.1160938136
361	0.9710645649	0.1160290175
362	0.9710645649	0.1159978006
363	0.9710645649	0.1159648487
364	0.9710645649	0.1159409011
365	0.9710645649	0.1159268567
366	0.9710645649	0.1159039515
367	0.9710645649	0.1158797025
368	0.9710645649	0.115812743
369	0.9711185489	0.1157619043
370	0.9710645649	0.1157134694
371	0.9710645649	0.1156970978
372	0.9711185489	0.1156888454
373	0.9711185489	0.1156666138
374	0.9711185489	0.1156247941
375	0.9711185489	0.1156171985
376	0.9711185489	0.1155407315
377	0.9711185489	0.1155090957
378	0.9711185489	0.1154849543
379	0.9711185489	0.1154725851
380	0.9711185489	0.1154035645
381	0.9711185489	0.1153556664
382	0.9711725329	0.1153143163
383	0.9711725329	0.1152640099
384	0.9711725329	0.1152202885
385	0.9711725329	0.1151930904
386	0.9711725329	0.1151550989
387	0.9711725329	0.1151292924
388	0.9711725329	0.1151292714
389	0.9711725329	0.1150792309
390	0.9711725329	0.1150435314
391	0.9711725329	0.1150159447
392	0.9711725329	0.1149764796
393	0.9711725329	0.1149072029
394	0.9711725329	0.1148830984
395	0.9711725329	0.1148566559
396	0.9711725329	0.1148317724
397	0.9711725329	0.1147902401
398	0.9711725329	0.1147398075
399	0.9711725329	0.1146868544
400	0.971226517	0.1146219186
401	0.971226517	0.114587677
402	0.971280501	0.114549765
403	0.971280501	0.1145277185
404	0.971280501	0.1144617686
405	0.971280501	0.1144502538
406	0.971280501	0.114422758
407	0.971280501	0.1143927002
408	0.971280501	0.1143522971
409	0.971280501	0.1143068831
410	0.971280501	0.1142887754
411	0.971280501	0.1142795694
412	0.971280501	0.1142546645
413	0.971280501	0.1142087116
414	0.971280501	0.1141931698
415	0.971280501	0.1141526745
416	0.971280501	0.1141188179
417	0.971280501	0.1140889152
418	0.971280501	0.1140836707
419	0.971280501	0.1140554389
420	0.971280501	0.1140115962
421	0.971280501	0.1139871484
422	0.971280501	0.1139541768
423	0.971280501	0.1139310404
424	0.971280501	0.113911595
425	0.971280501	0.1138938675
426	0.971280501	0.1138479916
427	0.971226517	0.1138237987
428	0.971226517	0.1137887571
429	0.971226517	0.1137536419
430	0.971226517	0.1137337219
431	0.971280501	0.1137162472
432	0.971280501	0.1136765542
433	0.971280501	0.113629611
434	0.971226517	0.1135915746
435	0.971226517	0.1135756736
436	0.971226517	0.1135422663
437	0.971226517	0.1135243626
438	0.971226517	0.1134620824
439	0.971226517	0.1134357982
440	0.971226517	0.1134237171
441	0.971226517	0.1133911001
442	0.971226517	0.1133593571
443	0.971226517	0.1133438277
444	0.971226517	0.113325006
445	0.971226517	0.1132862325
446	0.971226517	0.1132555561
447	0.971226517	0.1131990453
448	0.971334485	0.1131252274
